****************************************
Report : Time Based Power
	-net_power
	-hierarchy
	-sort_by net_switching_power
	-power_greater_than       0
	-nosplit
Design : netlist_0
Version: Q-2019.12-SP1
Date   : Thu Aug 29 17:42:40 2024
****************************************



  Attributes
  ----------
      a  -  Switching activity information / Switching power information annotated on net
      p  -  Propagated switching activity information on net
      d  -  Default switching activity used on net
      u  -  Net switching activity uninitialized
      m  -  Net is driven by multiple pins
      b  -  Net is a primary input (boundary net)

		Toggle rates reported with respect to time unit 1ns
--------------------------------------------------------------------------------
                                  Total      Static   Toggle   Switching
Net                         Vdd   Net Load   Prob.    Rate     Power      Attrs
clknet_0_net62              1.80    0.021    -1.000   0.0000      0.0000  a
clknet_0_net67              1.80    0.021    -1.000   0.0000      0.0000  a
clknet_0_net153             1.80    0.024    -1.000   0.0000      0.0000  a
clknet_0_net171             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net179             1.80    0.021    -1.000   0.0000      0.0000  a
clknet_0_net181             1.80    0.021    -1.000   0.0000      0.0000  a
clknet_0_net182             1.80    0.024    -1.000   0.0000      0.0000  a
clknet_0_net184             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net185             1.80    0.023    -1.000   0.0000      0.0000  a
clknet_0_net188             1.80    0.018    -1.000   0.0000      0.0000  a
clknet_0_net191             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net238             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net245             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net246             1.80    0.025    -1.000   0.0000      0.0000  a
clknet_0_net250             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net253             1.80    0.021    -1.000   0.0000      0.0000  a
clknet_0_net273             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net275             1.80    0.018    -1.000   0.0000      0.0000  a
clknet_0_net282             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net300             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net302             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net303             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net330             1.80    0.023    -1.000   0.0000      0.0000  a
clknet_0_net332             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net369             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net386             1.80    0.025    -1.000   0.0000      0.0000  a
clknet_0_net396             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net397             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net401             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net403             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net423             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net425             1.80    0.021    -1.000   0.0000      0.0000  a
clknet_0_net433             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net461             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net462             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net465             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net469             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net471             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net474             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net475             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net490             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net493             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net498             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net499             1.80    0.022    -1.000   0.0000      0.0000  a
clknet_0_net506             1.80    0.021    -1.000   0.0000      0.0000  a
clknet_0_net508             1.80    0.021    -1.000   0.0000      0.0000  a
clknet_0_net510             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net515             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net517             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net522             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net542             1.80    0.025    -1.000   0.0000      0.0000  a
clknet_0_net552             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net560             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net562             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net568             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net585             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net591             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net592             1.80    0.023    -1.000   0.0000      0.0000  a
clknet_0_net595             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net604             1.80    0.021    -1.000   0.0000      0.0000  a
clknet_0_net606             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net617             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net623             1.80    0.018    -1.000   0.0000      0.0000  a
clknet_0_net705             1.80    0.018    -1.000   0.0000      0.0000  a
clknet_0_net706             1.80    0.022    -1.000   0.0000      0.0000  a
clknet_0_net742             1.80    0.021    -1.000   0.0000      0.0000  a
clknet_0_net743             1.80    0.025    -1.000   0.0000      0.0000  a
clknet_0_net744             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net760             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net761             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net762             1.80    0.024    -1.000   0.0000      0.0000  a
clknet_0_net778             1.80    0.023    -1.000   0.0000      0.0000  a
clknet_0_net779             1.80    0.025    -1.000   0.0000      0.0000  a
clknet_0_net780             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net797             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net798             1.80    0.024    -1.000   0.0000      0.0000  a
clknet_0_net799             1.80    0.021    -1.000   0.0000      0.0000  a
clknet_0_net815             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net833             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net834             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net835             1.80    0.022    -1.000   0.0000      0.0000  a
clknet_0_net852             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net853             1.80    0.022    -1.000   0.0000      0.0000  a
clknet_0_net854             1.80    0.020    -1.000   0.0000      0.0000  a
clknet_0_net922             1.80    0.018    -1.000   0.0000      0.0000  a
clknet_0_net924             1.80    0.018    -1.000   0.0000      0.0000  a
clknet_0_net927             1.80    0.018    -1.000   0.0000      0.0000  a
clknet_0_net934             1.80    0.039    -1.000   0.0000      0.0000  a
clknet_0_net937             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net938             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net945             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net946             1.80    0.021    -1.000   0.0000      0.0000  a
clknet_0_net947             1.80    0.012    -1.000   0.0000      0.0000  a
clknet_0_net952             1.80    0.026    -1.000   0.0000      0.0000  a
clknet_0_net954             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net957             1.80    0.018    -1.000   0.0000      0.0000  a
clknet_0_net959             1.80    0.022    -1.000   0.0000      0.0000  a
clknet_0_net965             1.80    0.022    -1.000   0.0000      0.0000  a
clknet_0_net971             1.80    0.017    -1.000   0.0000      0.0000  a
clknet_0_net972             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_0_net973             1.80    0.021    -1.000   0.0000      0.0000  a
clknet_0_net974             1.80    0.018    -1.000   0.0000      0.0000  a
clknet_0_net977             1.80    0.019    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net48      1.80    0.025    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net49      1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net50      1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net52      1.80    0.010    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net54      1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net57      1.80    0.002    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net60      1.80    0.010    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net62      1.80    0.022    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net67      1.80    0.002    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net153     1.80    0.043    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net171     1.80    0.002    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net179     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net181     1.80    0.006    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net182     1.80    0.020    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net184     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net185     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net188     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net191     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net238     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net245     1.80    0.031    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net246     1.80    0.014    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net250     1.80    0.011    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net253     1.80    0.002    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net273     1.80    0.008    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net275     1.80    0.008    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net282     1.80    0.010    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net300     1.80    0.023    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net302     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net303     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net330     1.80    0.019    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net332     1.80    0.016    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net369     1.80    0.011    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net386     1.80    0.014    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net396     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net397     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net401     1.80    0.013    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net403     1.80    0.015    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net423     1.80    0.006    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net425     1.80    0.020    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net433     1.80    0.008    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net461     1.80    0.008    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net462     1.80    0.021    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net465     1.80    0.013    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net469     1.80    0.009    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net471     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net474     1.80    0.019    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net475     1.80    0.012    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net490     1.80    0.012    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net493     1.80    0.008    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net498     1.80    0.006    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net499     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net506     1.80    0.007    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net508     1.80    0.008    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net510     1.80    0.011    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net515     1.80    0.002    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net517     1.80    0.006    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net522     1.80    0.007    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net542     1.80    0.017    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net552     1.80    0.007    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net560     1.80    0.011    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net562     1.80    0.007    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net568     1.80    0.007    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net585     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net591     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net592     1.80    0.011    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net595     1.80    0.007    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net604     1.80    0.007    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net606     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net617     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net623     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net705     1.80    0.032    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net706     1.80    0.015    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net742     1.80    0.016    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net743     1.80    0.022    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net744     1.80    0.024    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net760     1.80    0.016    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net761     1.80    0.025    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net762     1.80    0.027    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net778     1.80    0.059    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net779     1.80    0.026    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net780     1.80    0.025    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net797     1.80    0.010    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net798     1.80    0.026    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net799     1.80    0.011    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net815     1.80    0.024    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net833     1.80    0.022    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net834     1.80    0.018    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net835     1.80    0.009    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net852     1.80    0.013    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net853     1.80    0.009    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net854     1.80    0.009    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net922     1.80    0.010    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net924     1.80    0.023    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net927     1.80    0.025    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net934     1.80    0.035    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net937     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net938     1.80    0.006    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net945     1.80    0.020    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net946     1.80    0.048    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net947     1.80    0.015    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net952     1.80    0.031    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net954     1.80    0.007    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net957     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net959     1.80    0.039    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net965     1.80    0.014    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net971     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net972     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net973     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net974     1.80    0.006    -1.000   0.0000      0.0000  a
clknet_1_0__leaf_net977     1.80    0.018    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net48      1.80    0.027    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net49      1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net50      1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net52      1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net54      1.80    0.007    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net57      1.80    0.008    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net60      1.80    0.008    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net62      1.80    0.014    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net67      1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net153     1.80    0.055    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net171     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net179     1.80    0.006    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net181     1.80    0.006    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net182     1.80    0.014    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net184     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net185     1.80    0.006    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net188     1.80    0.008    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net191     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net238     1.80    0.007    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net245     1.80    0.011    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net246     1.80    0.018    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net250     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net253     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net273     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net275     1.80    0.008    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net282     1.80    0.015    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net300     1.80    0.021    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net302     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net303     1.80    0.002    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net330     1.80    0.012    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net332     1.80    0.014    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net369     1.80    0.006    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net386     1.80    0.032    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net396     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net397     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net401     1.80    0.013    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net403     1.80    0.027    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net423     1.80    0.002    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net425     1.80    0.017    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net433     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net461     1.80    0.008    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net462     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net465     1.80    0.013    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net469     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net471     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net474     1.80    0.017    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net475     1.80    0.011    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net490     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net493     1.80    0.002    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net498     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net499     1.80    0.006    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net506     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net508     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net510     1.80    0.018    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net515     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net517     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net522     1.80    0.006    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net542     1.80    0.028    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net552     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net560     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net562     1.80    0.002    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net568     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net585     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net591     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net592     1.80    0.010    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net595     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net604     1.80    0.008    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net606     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net617     1.80    0.002    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net623     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net705     1.80    0.012    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net706     1.80    0.020    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net742     1.80    0.013    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net743     1.80    0.018    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net744     1.80    0.018    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net760     1.80    0.017    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net761     1.80    0.019    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net762     1.80    0.041    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net778     1.80    0.054    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net779     1.80    0.037    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net780     1.80    0.017    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net797     1.80    0.015    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net798     1.80    0.026    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net799     1.80    0.015    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net815     1.80    0.017    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net833     1.80    0.017    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net834     1.80    0.016    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net835     1.80    0.009    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net852     1.80    0.011    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net853     1.80    0.009    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net854     1.80    0.011    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net922     1.80    0.010    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net924     1.80    0.007    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net927     1.80    0.024    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net934     1.80    0.037    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net937     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net938     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net945     1.80    0.014    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net946     1.80    0.062    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net947     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net952     1.80    0.016    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net954     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net957     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net959     1.80    0.042    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net965     1.80    0.004    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net971     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net972     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net973     1.80    0.005    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net974     1.80    0.003    -1.000   0.0000      0.0000  a
clknet_1_1__leaf_net977     1.80    0.017    -1.000   0.0000      0.0000  a
net33                       1.80    0.009    -1.000   0.0000      0.0000  a
net34                       1.80    0.005    -1.000   0.0000      0.0000  a
net35                       1.80    0.021    -1.000   0.0000      0.0000  a
net36                       1.80    0.026    -1.000   0.0000      0.0000  a
net38                       1.80    0.043    -1.000   0.0000      0.0000  a
net39                       1.80    0.009    -1.000   0.0000      0.0000  a
net40                       1.80    0.054    -1.000   0.0000      0.0000  a
net41                       1.80    0.011    -1.000   0.0000      0.0000  a
net44                       1.80    0.006    -1.000   0.0000      0.0000  a
net45                       1.80    0.009    -1.000   0.0000      0.0000  a
net46                       1.80    0.021    -1.000   0.0000      0.0000  a
net47                       1.80    0.009    -1.000   0.0000      0.0000  a
net48                       1.80    0.012    -1.000   0.0000      0.0000  a
net49                       1.80    0.010    -1.000   0.0000      0.0000  a
net50                       1.80    0.009    -1.000   0.0000      0.0000  a
net51                       1.80    0.030    -1.000   0.0000      0.0000  a
net52                       1.80    0.012    -1.000   0.0000      0.0000  a
net54                       1.80    0.014    -1.000   0.0000      0.0000  a
net55                       1.80    0.003    -1.000   0.0000      0.0000  a
net57                       1.80    0.009    -1.000   0.0000      0.0000  a
net59                       1.80    0.007    -1.000   0.0000      0.0000  a
net60                       1.80    0.008    -1.000   0.0000      0.0000  a
net62                       1.80    0.012    -1.000   0.0000      0.0000  a
net63                       1.80    0.007    -1.000   0.0000      0.0000  a
net64                       1.80    0.009    -1.000   0.0000      0.0000  a
net65                       1.80    0.013    -1.000   0.0000      0.0000  a
net66                       1.80    0.002    -1.000   0.0000      0.0000  a
net67                       1.80    0.009    -1.000   0.0000      0.0000  a
net128                      1.80    0.037    -1.000   0.0000      0.0000  a
net137                      1.80    0.022    -1.000   0.0000      0.0000  a
net138                      1.80    0.026    -1.000   0.0000      0.0000  a
net141                      1.80    0.006    -1.000   0.0000      0.0000  a
net144                      1.80    0.002    -1.000   0.0000      0.0000  a
net146                      1.80    0.012    -1.000   0.0000      0.0000  a
net147                      1.80    0.032    -1.000   0.0000      0.0000  a
net149                      1.80    0.048    -1.000   0.0000      0.0000  a
net150                      1.80    0.014    0.001    0.25e-6     0.0000  a
net151                      1.80    0.003    -1.000   0.0000      0.0000  a
net152                      1.80    0.007    -1.000   0.0000      0.0000  a
net153                      1.80    0.018    -1.000   0.0000      0.0000  a
net154                      1.80    0.003    -1.000   0.0000      0.0000  a
net155                      1.80    0.006    -1.000   0.0000      0.0000  a
net156                      1.80    0.003    -1.000   0.0000      0.0000  a
net157                      1.80    0.003    0.000    0.25e-6     0.0000  a
net159                      1.80    0.006    -1.000   0.0000      0.0000  a
net160                      1.80    0.003    -1.000   0.0000      0.0000  a
net161                      1.80    0.003    -1.000   0.0000      0.0000  a
